23 47536.000000 -180970.264716
10 -74053.000000 -180970.264716
4 -152144.000000 -180970.264716
1 -180970.000000 -180970.264716
1 -180970.000000 -180970.264716
0 -205769.000000 -180970.264716
-1 0.0 -180970.264716
23 47536.000000 -414064.560268
10 -74053.000000 -414064.560268
4 -152144.000000 -414064.560268
1 -180970.000000 -414064.560268
-1 0.000000 -414064.560268
-1 0.0 -414064.560268
23 47536.000000 -10.002948
12 -20924.000000 -10.002948
16 10.000000 -10.002948
15 -9709.000000 -10.002948
16 10.000000 -10.002948
15 -9709.000000 -10.002948
-1 0.0 -10.002948
23 47536.000000 9709.737264
12 -20924.000000 9709.737264
18 233.000000 9709.737264
21 37608.000000 9709.737264
21 37608.000000 9709.737264
20 3266.000000 9709.737264
-1 0.0 9709.737264
23 47536.000000 12478.006985
12 -20924.000000 12478.006985
18 233.000000 12478.006985
21 37608.000000 12478.006985
21 37608.000000 12478.006985
20 3266.000000 12478.006985
-1 0.0 12478.006985
25 78725.000000 150782.123243
36 233400.000000 150782.123243
31 138580.000000 150782.123243
34 160599.000000 150782.123243
34 160599.000000 150782.123243
33 150782.000000 150782.123243
-1 0.0 150782.123243
25 78725.000000 129532.162924
36 233400.000000 129532.162924
29 136578.000000 129532.162924
28 121726.000000 129532.162924
29 136578.000000 129532.162924
28 121726.000000 129532.162924
-1 0.0 129532.162924
25 78725.000000 134503.362009
36 233400.000000 134503.362009
29 136578.000000 134503.362009
28 121726.000000 134503.362009
29 136578.000000 134503.362009
28 121726.000000 134503.362009
-1 0.0 134503.362009
23 47536.000000 0.000100
12 -20924.000000 0.000100
16 10.000000 0.000100
15 -9709.000000 0.000100
16 10.000000 0.000100
15 -9709.000000 0.000100
-1 0.0 0.000100
25 78725.000000 784949.287219
38 340076.000000 784949.287219
44 500925.000000 784949.287219
47 661947.000000 784949.287219
49 693895.000000 784949.287219
50 0.000000 784949.287219
-1 0.0 784949.287219
